-4.555167142549639281e-01,-3.694093449729949907e-01,-6.827262852268658477e-01,-7.133670783540975169e-01,6.720635671529749944e-01,-2.065527436455547594e-01,1.592286110325188853e+00,-1.045940685653187208e-01,1.000000000000000000e+00,1.740000000000000000e+02
1.350042567970553664e+00,-1.081084416193610842e+00,-6.721975487390303705e-01,-7.065130942611339560e-01,-3.732364449641527027e-01,9.852765363036795898e-02,5.824550529917034147e-01,-2.919773372288044788e-01,1.000000000000000000e+00,6.000000000000000000e+00
-1.358296355367722752e+00,7.825458560453747436e-01,1.460728617854336830e+00,-6.006688702904739996e-01,-1.742712621122752381e+00,2.108408560904039941e+00,-1.662791637545794510e+00,-1.939977377463851793e+00,1.000000000000000000e+00,6.700000000000000000e+01
4.472629268577948403e-01,1.228860116327394003e+00,-6.798318791229047697e-01,2.485601628924102524e+00,1.018075469004792177e+00,5.266647011709610915e-01,3.938089252810066943e-01,-6.931289970798354405e-01,1.000000000000000000e+00,8.700000000000000000e+01
4.472629268577948403e-01,9.393627834517354058e-01,-6.794807736206890381e-01,2.478418308226060240e+00,1.395103146171441377e+00,-3.329135997426166949e-01,-1.348161592598116743e+00,-2.959963449994889098e-02,1.000000000000000000e+00,2.740000000000000000e+02
1.350042567970553664e+00,9.453969139360010043e-01,-6.746552872545410473e-01,-6.562298493748383033e-01,-1.345677220394070117e+00,6.758565628062778163e-01,-7.956110041331064808e-01,1.325700228053784402e+00,1.000000000000000000e+00,5.250000000000000000e+02
4.472629268577948403e-01,-2.186265480508999270e-01,1.471608459844387928e+00,-6.009982068955526113e-01,1.255871566347342982e+00,8.230365877634373550e-01,8.201394646777828701e-01,1.120591004402445412e+00,1.000000000000000000e+00,2.740000000000000000e+02
-1.358296355367722752e+00,1.216791855358862806e+00,-6.894828518552007512e-01,8.872621928260667756e-01,8.963466765012275683e-01,2.246531066635597984e+00,-1.244937936549362689e+00,1.602471095217784747e+00,1.000000000000000000e+00,3.020000000000000000e+02
4.472629268577948403e-01,-1.376615879553535260e+00,-6.766719296029625186e-01,-7.261025578782106527e-01,8.588297543246526944e-01,1.047631902942320475e-02,-8.080415208227383767e-03,6.105859770392704222e-01,1.000000000000000000e+00,6.000000000000000000e+00
4.472629268577948403e-01,-7.387788161307051737e-02,1.471432907093280118e+00,-5.974065465465314695e-01,1.456266752869231240e+00,6.398745848852988027e-01,1.639851085730352764e-01,5.977089725089987926e-01,1.000000000000000000e+00,3.490000000000000000e+02
1.350042567970553664e+00,-3.573410840044636827e-01,-6.730753124945698662e-01,-6.885547925160283578e-01,-4.824291555124625708e-01,1.067167420249254123e-01,-1.521592033185525716e+00,8.906663445479752195e-01,1.000000000000000000e+00,4.000000000000000000e+02
4.472629268577948403e-01,1.663106115640882399e+00,1.469326274079985284e+00,-5.543066223582781005e-01,5.275030616586376953e-01,-1.102483880177323350e+00,2.530925719594561585e+00,-6.657739122707356794e-01,1.000000000000000000e+00,1.450000000000000000e+02
-4.555167142549639281e-01,-2.246606785351655255e-01,-6.829018379779736581e-01,8.637517322548901033e-01,-4.070076104189588317e-01,8.548195157646418796e-01,2.601541537459742259e-01,2.024938834817088473e+00,1.000000000000000000e+00,6.200000000000000000e+01
1.350042567970553664e+00,9.453969139360010043e-01,1.475029524201672881e+00,-5.598587811843490636e-01,-5.516933428625337976e-01,1.323086001115947041e-01,3.430100157860150878e-01,-5.484341197806993362e-01,1.000000000000000000e+00,2.840000000000000000e+02
4.472629268577948403e-01,6.498654505760765865e-01,-6.791296681184730843e-01,-6.758193129919150000e-01,1.886492536578684653e+00,-1.075393156808107209e+00,-1.263983182400727490e+00,-3.396148554427295130e-01,1.000000000000000000e+00,3.800000000000000000e+02
-4.555167142549639281e-01,-1.672147342913459678e+00,1.468538500989319040e+00,9.242061969551682576e-01,1.605413467051172383e+00,4.621958010960853375e-02,-4.325581845652040625e-01,-2.240608457452380187e-01,1.000000000000000000e+00,1.370000000000000000e+02
-1.358296355367722752e+00,-8.594614258160175602e-02,-6.879028770952295702e-01,-7.185899005750899793e-01,-9.611460098912419925e-01,-2.035598055224293823e+00,-1.564424433204025799e-01,1.549321228128549555e+00,1.000000000000000000e+00,6.000000000000000000e+01
